Weight	Nested	Procedure	PairType	Fan	Length	Word1	Word2	Word1_Imag	Word2_Imag	Word1_Freq	Word2_Freq	CorrResp	ProbeCode
1			NewFoil	1	Long	CLOTHING	MANSION	588	628	20	8	z	11
1			NewFoil	1	Long	GARMENT	SHUTTER	507	533	6	5	z	11
1			NewFoil	1	Long	INCLINE	FORFEIT	429	310	4	3	z	11
1			NewFoil	1	Long	PASTURE	PATIENT	562	526	14	86	z	11
1			NewFoil	1	Long	PHANTOM	CONFLICT	499	432	2	52	z	11
1			NewFoil	1	Long	MISTRESS	DWELLER	535	448	5	2	z	11
1			NewFoil	1	Long	FLICKER	PARTNER	506	513	2	32	z	11
1			NewFoil	1	Long	PHYSICS	CONCERT	425	578	22	39	z	11
1			NewFoil	1	Long	SHORTAGE	TORTOISE	405	539	16	3	z	11
1			NewFoil	1	Long	DESPAIR	MARRIAGE	388	556	21	95	z	11
1			NewFoil	1	Long	MEASURE	PASSPORT	379	546	91	6	z	11
1			NewFoil	1	Long	PRODUCT	RECEIPT	435	432	87	4	z	11
1			NewFoil	1	Long	SERGEANT	SUSPECT	549	377	28	30	z	11
1			NewFoil	1	Long	CHANNEL	FASHION	508	474	16	69	z	11
1			NewFoil	1	Long	SEAWEED	MEASLES	590	582	3	2	z	11
1			NewFoil	1	Long	RAINBOW	DENTIST	604	622	4	12	z	11
1			NewFoil	1	Long	ATHLETE	DISEASE	591	487	9	53	z	11
1			NewFoil	1	Long	DREAMER	TOURIST	507	577	2	16	z	11
1			NewFoil	1	Long	NECKLACE	CAPTAIN	606	497	3	85	z	11
1			NewFoil	1	Long	PAYMENT	WHISPER	472	567	53	12	z	11
1			NewFoil	1	Long	FLANNEL	MIDNIGHT	520	602	4	23	z	11
1			NewFoil	1	Long	BUTCHER	COMRADE	596	515	8	4	z	11
1			NewFoil	1	Long	SUNSHINE	CAPSULE	655	594	8	5	z	11
1			NewFoil	1	Long	TRAITOR	MONARCH	447	572	2	3	z	11
1			NewFoil	1	Long	THUNDER	SOLDIER	554	578	14	39	z	11
