Weight	Nested	Procedure	PairType	Fan	Length	Word1	Word2	Word1_Imag	Word2_Imag	Word1_Freq	Word2_Freq	CorrResp	ProbeCode
1			NewFoil	1	Long	COMFORT	SLIPPER	421	595	43	3	z	11
1			NewFoil	1	Long	STRANGER	DOORWAY	454	548	40	15	z	11
1			NewFoil	1	Long	KNUCKLE	SHUTTER	520	533	3	5	z	11
1			NewFoil	1	Long	FORTUNE	BASEMENT	459	571	25	31	z	11
1			NewFoil	1	Long	CHLORINE	TROLLEY	480	585	33	5	z	11
1			NewFoil	1	Long	COCKTAIL	FORFEIT	604	310	25	3	z	11
1			NewFoil	1	Long	PORTION	GESTURE	399	432	62	32	z	11
1			NewFoil	1	Long	DELIGHT	SEGMENT	459	480	29	10	z	11
1			NewFoil	1	Long	COMPACT	TREASON	462	363	12	6	z	11
1			NewFoil	1	Long	WELCOME	BALLOON	470	583	50	10	z	11
1			NewFoil	1	Long	SEAWEED	PHANTOM	590	499	3	2	z	11
1			NewFoil	1	Long	MESSAGE	ANTIQUE	438	549	64	12	z	11
1			NewFoil	1	Long	LAUNDRY	MISTAKE	559	380	5	34	z	11
1			NewFoil	1	Long	ASSAULT	BOREDOM	481	406	15	11	z	11
1			NewFoil	1	Long	EXCHANGE	CREATURE	394	492	70	15	z	11
1			NewFoil	1	Long	BLISTER	COSTUME	616	538	3	10	z	11
1			NewFoil	1	Long	MANSION	FASHION	628	474	8	69	z	11
1			NewFoil	1	Long	PACKAGE	LANTERN	529	575	20	13	z	11
1			NewFoil	1	Long	IMPULSE	BALANCE	396	429	20	90	z	11
1			NewFoil	1	Long	FOUNDER	PRAIRIE	339	569	10	21	z	11
1			NewFoil	1	Long	COMMAND	FOOTBALL	366	597	72	36	z	11
1			NewFoil	1	Long	WELFARE	MORTGAGE	362	358	53	17	z	11
1			NewFoil	1	Long	SERGEANT	MISTRESS	549	535	28	5	z	11
1			NewFoil	1	Long	JUNCTION	FAILURE	502	437	7	89	z	11
1			NewFoil	1	Long	COMRADE	PAYMENT	515	472	4	53	z	11
1			NewFoil	1	Long	SHORTAGE	INSTINCT	405	358	16	14	z	11
1			NewFoil	1	Long	FLICKER	SUNBURN	506	629	2	5	z	11
1			NewFoil	1	Long	NURSERY	HERRING	542	524	13	2	z	11
1			NewFoil	1	Long	SULPHUR	SETTLER	561	528	3	3	z	11
1			NewFoil	1	Long	DREAMER	OUTBREAK	507	359	2	2	z	11
1			NewFoil	1	Long	CONCERT	BARGAIN	578	505	39	7	z	11
1			NewFoil	1	Long	CONCRETE	STOMACH	564	551	48	37	z	11
1			NewFoil	1	Long	FIGMENT	LEATHER	304	586	2	24	z	11
1			NewFoil	1	Long	FATIGUE	DISTRESS	502	443	11	15	z	11
1			NewFoil	1	Long	HARNESS	LIGHTER	513	458	10	12	z	11
1			NewFoil	1	Long	NONSENSE	BANDAGE	349	554	13	4	z	11
1			NewFoil	1	Long	CHANNEL	FOOTSTEP	508	526	16	3	z	11
1			NewFoil	1	Long	SPINACH	NEUTRAL	606	300	2	39	z	11
1			NewFoil	1	Long	WOODLAND	SUNSHINE	608	655	2	8	z	11
1			NewFoil	1	Long	SLUMBER	OPENING	500	462	3	83	z	11
1			NewFoil	1	Long	RECEIPT	FAREWELL	432	466	4	14	z	11
1			NewFoil	1	Long	PASSPORT	CIRCUIT	546	472	6	23	z	11
1			NewFoil	1	Long	BISCUIT	CONTRACT	571	457	2	60	z	11
1			NewFoil	1	Long	COTTAGE	INCLINE	607	429	19	4	z	11
1			NewFoil	1	Long	COLONEL	EMBRACE	552	597	37	13	z	11
1			NewFoil	1	Long	PROMISE	BUTCHER	320	596	45	8	z	11
1			NewFoil	1	Long	SURPRISE	PLATFORM	451	529	51	72	z	11
1			NewFoil	1	Long	WHISKEY	PROPHET	592	467	17	5	z	11
1			NewFoil	1	Long	WITNESS	PRINCESS	467	547	28	10	z	11
1			NewFoil	1	Long	QUARTER	PAINTER	531	565	34	21	z	11
1			NewFoil	1	Long	LAUGHTER	PLEASURE	613	511	22	62	z	11
1			NewFoil	1	Long	ROUTINE	GODDESS	341	515	35	3	z	11
1			NewFoil	1	Long	JOURNAL	CATFISH	509	544	42	2	z	11
1			NewFoil	1	Long	INSIGHT	ENTRANCE	329	493	22	57	z	11
1			NewFoil	1	Long	TRIUMPH	PEASANT	470	540	22	7	z	11
1			NewFoil	1	Long	LECTURE	TRACTOR	564	585	16	24	z	11
1			NewFoil	1	Long	TRUMPET	PARTNER	628	513	7	32	z	11
