Weight	Nested	Procedure	PairType	Fan	Length	Word1	Word2	Word1_Imag	Word2_Imag	Word1_Freq	Word2_Freq	CorrResp	ProbeCode
1			NewFoil	1	Short	CARGO	HOOD	497	558	7	7	z	10
1			NewFoil	1	Short	ARCH	JOKE	557	483	13	22	z	10
1			NewFoil	1	Short	EXIT	BARN	512	589	7	29	z	10
1			NewFoil	1	Short	CHEEK	DIRT	561	547	20	43	z	10
1			NewFoil	1	Short	BERRY	CREAM	551	557	9	20	z	10
1			NewFoil	1	Short	TOOL	CAST	538	483	40	45	z	10
1			NewFoil	1	Short	HIVE	GOAT	554	585	2	6	z	10
1			NewFoil	1	Short	GIANT	WIND	562	535	23	63	z	10
1			NewFoil	1	Short	APRON	SUIT	565	536	7	48	z	10
1			NewFoil	1	Short	SEWER	COACH	538	560	10	24	z	10
1			NewFoil	1	Short	DRINK	TACK	553	546	82	4	z	10
1			NewFoil	1	Short	ZONE	SEED	432	542	11	41	z	10
1			NewFoil	1	Short	GRAPE	TOKEN	591	416	3	10	z	10
1			NewFoil	1	Short	DOLL	GHOST	565	552	10	11	z	10
1			NewFoil	1	Short	NEST	SIGN	571	534	20	94	z	10
1			NewFoil	1	Short	LOBBY	BELL	462	610	20	18	z	10
1			NewFoil	1	Short	CRIME	BRAKE	471	511	34	2	z	10
1			NewFoil	1	Short	CLAM	JUDGE	541	558	3	77	z	10
1			NewFoil	1	Short	VEIL	WAIST	516	530	8	11	z	10
1			NewFoil	1	Short	WOOL	PIANO	586	630	10	38	z	10
1			NewFoil	1	Short	BELT	PLATE	494	527	29	22	z	10
1			NewFoil	1	Short	MALL	BLIND	383	485	3	47	z	10
1			NewFoil	1	Short	INCH	IRON	497	561	40	43	z	10
1			NewFoil	1	Short	STOVE	CANDY	592	601	15	16	z	10
1			NewFoil	1	Short	ALIEN	PAGE	470	555	16	66	z	10
1			NewFoil	1	Short	BASE	PEDAL	436	556	91	4	z	10
1			NewFoil	1	Short	ARRAY	CROSS	365	501	11	55	z	10
1			NewFoil	1	Short	ALERT	SWAMP	428	600	33	5	z	10
1			NewFoil	1	Short	SUGAR	LODGE	595	464	34	19	z	10
1			NewFoil	1	Short	BONUS	PURSE	397	567	2	14	z	10
1			NewFoil	1	Short	FILM	BATON	562	516	96	10	z	10
1			NewFoil	1	Short	STICK	SKIRT	517	573	39	21	z	10
1			NewFoil	1	Short	MAZE	GIFT	555	553	6	33	z	10
1			NewFoil	1	Short	ACRE	GUEST	464	497	9	39	z	10
